评论id,发布时间,用户id,用户昵称,用户城市,点赞数,回复数,评论内容
4766179862514037,Fri May 06 17:28:13 +0800 2022,6430349296,samuraiwzyb,海外,0,0,咱移民吧 马哥 没意思这个地方
4766179798815219,Fri May 06 17:27:58 +0800 2022,5180123629,高冷的蜂蜜芥末酱,安徽,0,0,个人觉得还可以接受
4766178189252527,Fri May 06 17:21:34 +0800 2022,2720140575,fikcgdit,其他,1,0,看到有些人的发言我真的想笑，人家马思唯写不写易梦玲关你们什么事啊，你们不要自作多情了行不行。要是接受不了歌里有什么doi的你们不要听就行了，不管是国内还是国外关于对性有描写的音乐和书都有很多啊，你们都要去挨个反对吗？
4766174603119989,Fri May 06 17:07:19 +0800 2022,5179360355,范范范范_Bling,其他,0,0,越描越黑
4766169062443697,Fri May 06 16:45:18 +0800 2022,6601349178,秋水满目皆星河,其他,0,0,i support you
4766168315854983,Fri May 06 16:42:19 +0800 2022,6601349178,秋水满目皆星河,其他,0,0,多发点 我喜欢
4766167841112257,Fri May 06 16:40:26 +0800 2022,5980857987,科比的衣角,海外,0,0,
4766161918757952,Fri May 06 16:16:55 +0800 2022,5623060599,結城沙織,其他,0,0,看看这fj社会中的网友们吧
4766157552489368,Fri May 06 15:59:34 +0800 2022,2194699334,brilliant1014,四川,0,0,do i很奇怪吗，有什么好跟这些人解释的。多听听欧美歌打开新世界吧，让卡姐教育下你们
4766156676142246,Fri May 06 15:56:05 +0800 2022,6481115014,油炸麦香鸡块米饭玫瑰花,山东,0,0,君子坦荡荡，小人长戚戚
4766155774888194,Fri May 06 15:52:30 +0800 2022,6871757302,悠玖www,其他,0,1,辛苦马师耐心解释了，有些人出警是真出魔怔了，你和yml美女好好谈恋爱
4765753511775940,Thu May 05 13:14:03 +0800 2022,5260627005,TangoZ永远得不到的相亲对象,黑龙江,111,4,马先生在回应这事上一直沉着稳重
4765757651552931,Thu May 05 13:30:30 +0800 2022,5594648321,西西里七元钱,四川,126,7,感觉有些人出警已经出魔怔了 就是睡了做了怎么了呢 感觉小情侣在一起这不很正常嘛？？这不就和“你被睡了所以没有贞洁牌坊”一样的道理吗
4765752207605874,Thu May 05 13:08:51 +0800 2022,5515592902,生姜沙丁鱼,山东 济南,63,1,正确的！那些人说的太离谱了
4765754791036530,Thu May 05 13:19:08 +0800 2022,2966960574,烧烤鸡皮,四川,56,3,一些网友自己思想莫名其妙男女之间的很多东西都不一定是要和性挂钩的 只能说猥琐的人太多了 对着别人的作品yy还要倒打一耙
4765753414519848,Thu May 05 13:13:40 +0800 2022,7656478922,马思唯今天发歌了吗EL,其他,40,1,支持
4765755650870435,Thu May 05 13:22:33 +0800 2022,5625478650,Jump4xxx,四川,54,6,马师如果写浦西迪克会不会热搜第一哦
4765771072277449,Thu May 05 14:23:50 +0800 2022,6582666073,慢性桃醺,四川 巴中,71,5,没必要解释，那些说女方不好收场的，难道说女人就不能谈恋爱了吗，难道跟不同的人doi会降低自己的身价吗，为什么要说女生不好收场，追求男女平等不就是为了不让别人去在意这些事吗 ，为什么反倒主动降低身价把观念退回来了，打拳的是她们，立牌坊的也是她们，狠狠无语
4765752533977162,Thu May 05 13:10:10 +0800 2022,1964288607,Isabellaew,陕西,53,0,心里想的什么才会看到什么
4765769625503188,Thu May 05 14:18:05 +0800 2022,5213651747,去摘水星,河南,48,0,是写给女朋友的又怎么样 大清已经亡了网友们！！！！
4765753729090437,Thu May 05 13:14:54 +0800 2022,5303770709,NeedMeNow7,海外,38,0,过分解读 阅读理解作者都不知道答案是什么
4765803218735250,Thu May 05 16:31:34 +0800 2022,5228562518,ChaoticTapeVol,山西,27,0,先说马师这歌根本不是写性的  退一万步讲 即使是写性 又怎样了呢  百年孤独也写性 黄金时代也写性 泰坦尼克号 色戒也描绘性  下流与否取决于想要传达出的情感和字里行间想要表现的价值。
4765754807551721,Thu May 05 13:19:12 +0800 2022,7656478922,马思唯今天发歌了吗EL,其他,16,1,上次解释的时候还是上次
4765754584467913,Thu May 05 13:18:19 +0800 2022,5895177605,Wayway-77,其他,20,1,对对对！！！那些营销号真的好无语！
4765752660332838,Thu May 05 13:10:40 +0800 2022,5415241209,Everlastinglyy_,四川 成都,20,0,苦了你了 还得写个小作文
4765755415200346,Thu May 05 13:21:36 +0800 2022,3175881124,MIN8-,广东 深圳,17,0,respect马师 格局
4765761200196503,Thu May 05 13:44:36 +0800 2022,3262431382,xxxMargaret,其他,17,0,只能说“被误解是表达者的宿命”了…
4765775007845528,Thu May 05 14:39:28 +0800 2022,6028122910,偷食零食的猪,其他,17,0,支持
4765761703248941,Thu May 05 13:46:36 +0800 2022,6124146017,1993park,上海,15,1,马师写词是有他自己的内涵的 yxh能懂？yxh只会传播低俗的东西
4765758272045473,Thu May 05 13:32:57 +0800 2022,2062015675,千金不换是乐意,河南 郑州,16,0,说些有的没的那些，怕是真的没听过小h歌吧？分手后难收场什么？？？且不说没分，就算真的分了，关他们两个以外的人p事？ 真不喜欢就别听，要么走， 要么，真就：“那你报警吧。”
4765764308176226,Thu May 05 13:56:57 +0800 2022,5398213886,Vvv_ayo,广东,16,1,从一开始就没说这首歌是写给美女姐姐的啊 网友自行带入了 现在又来怪你? 搞笑
4765805256903876,Thu May 05 16:39:40 +0800 2022,5861486220,brilliantcandybo1,河南 洛阳,10,0,就像hiphop save my life那首一样 把音乐比喻成自己同甘共苦的兄弟 而这首比较抒情 他把音乐比喻成了自己的lover  听歌不仅靠耳朵 也要用心去感受 这就是马师表达的意思。
4765758385029163,Thu May 05 13:33:24 +0800 2022,6804031962,桀客沙滩,其他,9,1,一些人现实唯唯诺诺，网上重拳出击，这么有社会责任感，怎么不去当志愿者，真正做点贡献
4765764223765059,Thu May 05 13:56:37 +0800 2022,5211681208,小牛不哭C,其他,12,0,有问题吗? 没问题啊 不喜欢听关掉就是了 马师够客气了 站马师
4765801938947997,Thu May 05 16:26:29 +0800 2022,3354900644,-槐樾,四川 成都,16,1,哪里来的一群单纯可爱新粉丝啊这点歌词就受不了了啊那要是听下他以前的玩儿少mlp爽得很fact等等的歌词你不得紫砂说喜欢他真是你的人生污点啊就算是就写性了又咋了嘛就因为你听不懂英文rap的黄歌所以就不允许中文唱黄的是吧你这么高尚听啥子说唱啊不该去你的钢琴曲交响乐吗
4765782494676243,Thu May 05 15:09:12 +0800 2022,3069932387,怡宝没吃饱,福建 厦门,8,0,马师
4765753050140956,Thu May 05 13:12:13 +0800 2022,5945434780,六月穿梭机,湖北,17,0,我真的。。。会笑。。。
4765803230528014,Thu May 05 16:31:36 +0800 2022,3354900644,-槐樾,四川 成都,6,2,有的人真的管的很宽，还直接带入说如果你男朋友给你写这种歌你会开心吗，少意淫了啊你没有这么优秀的男朋友你男朋友也写不出这么好听的歌，谢谢
4765802102000450,Thu May 05 16:27:08 +0800 2022,3354900644,-槐樾,四川 成都,8,0,一边喊着不要物化女性一边又说怕分手了别人拿这首歌侮辱她啊？怎么侮辱啊？不是你说的不要觉得女生在性方面吃亏吗你不觉得反而是你自己现在在侮辱女性吗
4765796562112096,Thu May 05 16:05:07 +0800 2022,3354900644,-槐樾,四川 成都,11,0,马思唯觉得没问题，yml觉得没问题，有的网友觉得不行了
4765752239851974,Thu May 05 13:09:00 +0800 2022,5541894576,周周猛吃冰,重庆,10,4,啊对对对
4765802329277669,Thu May 05 16:28:01 +0800 2022,3354900644,-槐樾,四川 成都,5,0,听不懂的赶紧爬吧整得像你的好感多值钱一样
4765753062458502,Thu May 05 13:12:16 +0800 2022,5668199220,趁会员还没过期多改几次,天津 和平区,7,0,咱不用解释
4765752323735708,Thu May 05 13:09:19 +0800 2022,6469554982,黄百万会发财,海外 美国,8,0,你解释得好详细哈哈哈哈哈哈哈
4765751683317862,Thu May 05 13:06:46 +0800 2022,7358200455,我也想卷回去可我太菜了啊,辽宁 大连,4,0,好
4765752584573601,Thu May 05 13:10:22 +0800 2022,5635662341,小荆是是是辣妹,江苏 南京,7,0,终于解释了！！！大家随便代入真的很无语
4765802757097784,Thu May 05 16:29:44 +0800 2022,3354900644,-槐樾,四川 成都,6,1,和演出喊yml名字的人是同一批吗双不双标啊
4765796595401700,Thu May 05 16:05:14 +0800 2022,3354900644,-槐樾,四川 成都,4,0,辛苦了
4765796951130829,Thu May 05 16:06:39 +0800 2022,3354900644,-槐樾,四川 成都,12,3,现在的听众都这么纯洁了吗
4765793336689859,Thu May 05 15:52:18 +0800 2022,5670022068,抵不过一碗人间烟火,四川 成都,4,0,这届网友是真的拉胯
4765781558561328,Thu May 05 15:05:30 +0800 2022,5670022068,抵不过一碗人间烟火,四川 成都,4,0,太惨了马师，新歌很chill，歌词也很不错爱了
4765754715541959,Thu May 05 13:18:50 +0800 2022,5854342444,财色气酒,其他,3,0,马师能回应真的是给他们脸了，每个人对同一首歌有不同的解读能理解，就算是写的做爱又咋了？
4765866593357206,Thu May 05 20:43:24 +0800 2022,3169826110,dreamboat404,上海 宝山区,6,0,什么时候说唱歌手也要被逼的解释歌词了..太悲哀了
4765770652847852,Thu May 05 14:22:10 +0800 2022,5124550362,在偷乐,海外,6,0,互联网的文字狱太可怕了 音乐永远纯粹
4765753800133244,Thu May 05 13:15:12 +0800 2022,5214864761,Uao7u,北京 海淀区,5,0,马师这个解释可以说是很到位了 仁者见仁！ 顺便表个态 马思唯yyds！哈哈哈哈
4765752597680536,Thu May 05 13:10:25 +0800 2022,5822352983,-yucy,其他,1,1,懂啦！
4765751627485220,Thu May 05 13:06:34 +0800 2022,5767195645,·DOUDOU·,上海,2,1,来啦
4765751834053953,Thu May 05 13:07:23 +0800 2022,7013650288,·打工小狗,山东,3,1,好听！
4765751669690114,Thu May 05 13:06:44 +0800 2022,7013650288,·打工小狗,山东,2,1,来啦来啦
4765825280774704,Thu May 05 17:59:14 +0800 2022,3613154423,wowzzz_rw,海外,6,0,唉你现在脾气好好噢
4765752206300094,Thu May 05 13:08:52 +0800 2022,3995116557,抹茶奶油蛋糕-,其他,2,0,知道啦
4765752160946132,Thu May 05 13:08:41 +0800 2022,3208526425,銃口,其他,2,0,焚书坑儒
4765751750427608,Thu May 05 13:07:02 +0800 2022,6625144264,KiryuAndromedae,其他,5,0,别管那么多，做好音乐！
4765766735892829,Thu May 05 14:06:36 +0800 2022,7270716707,hnrlwyd,香港,3,0,现在不是脑袋后面长辫子的时代了just do yourself og skippy
4765766094423177,Thu May 05 14:04:03 +0800 2022,5127552915,嘛砸hhh,其他,2,0,歌词是美的哥
4765784389978972,Thu May 05 15:16:45 +0800 2022,5253477055,OehappyCnsad,其他,4,0,就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？就算描述的是性又怎么了？
4765755638286109,Thu May 05 13:22:30 +0800 2022,6279833541,重庆未成年,重庆,2,0,支持支持 老是很多yxh乱解读
4765755054752342,Thu May 05 13:20:10 +0800 2022,3123028730,嬉皮笑脸面对人生的难-,其他,5,0,反正我喜欢反正我觉得好听 我喜欢就是最好的 咋啦 不同意你去喊👮‍♀️
4765751702982142,Thu May 05 13:06:52 +0800 2022,2832632001,许甜甜和章鱼哥,北京,2,0,哈哈哈哈
4765896641349110,Thu May 05 22:42:48 +0800 2022,5630004795,阿卡姆之花,其他,1,0,你大可不必这么辛苦解释，因为崂山道士下山通常不用掩饰
4765886902964004,Thu May 05 22:04:06 +0800 2022,6422330408,·鸢尾扩散·,四川,1,0,你根本没必要理会
4765868619206794,Thu May 05 20:51:27 +0800 2022,6676405026,橘子是我哒,安徽,3,0,解释个毛啊 歌词我们成年人都听得懂 你现在强行自圆其说给那些本来就不喜欢的人有什么用啊？做爱很丢人吗？把做爱写进歌里很丢人吗？这就是你想要的real吗？钱果然还是要跪着赚
4765798867927119,Thu May 05 16:14:16 +0800 2022,5588702474,HTKKK1,黑龙江,1,0,别理他们
4765791226955698,Thu May 05 15:43:55 +0800 2022,2807455045,百川Rebellious,香港,2,0,慨叹。//@也是福:我们只是想做一首好听的歌
4765790802285568,Thu May 05 15:42:14 +0800 2022,5861856274,怎么才能给马思唯种草莓,其他,2,0,什么时候音乐也要跟这些人解释了
4765783248603212,Thu May 05 15:12:13 +0800 2022,7484703708,客串云,福建 厦门,1,0,
4765775363050222,Thu May 05 14:40:53 +0800 2022,2319511670,Quanika,海外 美国,1,0,马师:可以，易梦玲:可以，网友:不可以
4765767269090621,Thu May 05 14:08:43 +0800 2022,1692242034,甜发财_,四川 成都,2,0, 没有人会不爱音乐
4765765821531810,Thu May 05 14:02:57 +0800 2022,7145809517,达芬奇900,其他,3,0,动不动就是不尊重女性看不懂
4765754807815621,Thu May 05 13:19:12 +0800 2022,3155040797,SEAFILICIOUS,其他,1,0,什么样的人就有什么样的解读 每个人看到的世界就是他们内心的世界 欣赏你❤️
4765754584731645,Thu May 05 13:18:19 +0800 2022,5188841535,困得满地找头,其他,4,0,知道了知道了 没必要跟他们解释
4765754262816170,Thu May 05 13:17:02 +0800 2022,5625478650,Jump4xxx,四川,4,1,一堆明明都不听说唱的人在评论区批判马师的歌词真的会栓q那些营销号
4765754232150115,Thu May 05 13:16:55 +0800 2022,5252855432,kiyo周周,海外,1,0,没必要啊……..
4765753460654967,Thu May 05 13:13:50 +0800 2022,5696124881,MARK綂帥,山东,2,0,我真不理解有些人搁这不懂装懂还yy
4765753267718941,Thu May 05 13:13:05 +0800 2022,6614365937,Hsia_Jenny,其他,2,0,
4765752333175709,Thu May 05 13:09:22 +0800 2022,5872317159,uYuUuo,上海,3,0,听你的 respect
4765752136042838,Thu May 05 13:08:35 +0800 2022,7554237183,B-I-G-Z-Double-O,其他,2,0,现在是2022 文字狱是很多年前的事情了
4765943256842696,Fri May 06 01:48:02 +0800 2022,5837672233,薄荷水85-,海外 美国,1,0,我觉得解释的好好啊 歌词写的很好
4765878207644234,Thu May 05 21:29:32 +0800 2022,5266773567,叫我害326,其他,1,0,我只能说，有的人别急，yxh有钱赚，你们又没钱赚急什么呢？
4765839285027376,Thu May 05 18:54:52 +0800 2022,6571414256,不愿三分,其他,1,0,退一万步讲这词就算是写的性也并不下流啊….是我理解出问题吗 我觉得挺好的啊
4765838013894440,Thu May 05 18:49:50 +0800 2022,6029136641,鳄梨与花心大萝卜,海外,2,0,做爱咋啦？写做爱还犯法啊……
4765800248381489,Thu May 05 16:19:46 +0800 2022,3580949202,女超人SuperL1sa丽萨,其他,3,0,有的人，一边听大蟒蛇和湿浦西这边站在道德高低指点江山，就挺棒（国内的小h歌多了去了，麻烦这些闲得蛋疼奶子疼的键盘侠去一个个都揪出来哈批判哈，不然我就可以认定你们想故意搞CDC
4765756384350967,Thu May 05 13:25:28 +0800 2022,5267924289,加盐的粥会变成奶盖,浙江,1,0,马师只打字
4765752995351583,Thu May 05 13:12:00 +0800 2022,1665777060,潜水旅行重度迷恋者米拉,上海 长宁区,2,0,那些胡思乱想的人才是真的有问题！你没事，你很好！！！
4765795051636419,Thu May 05 15:59:07 +0800 2022,5538468314,Spikewanderspace,江苏,1,2,说明什么？马师火了！
4765884973844932,Thu May 05 21:56:26 +0800 2022,6602637821,沈霄挽,其他,6,3,？？？我感觉解释的过于牵强了叭 没必要迎合大众而这样解释 要是你作这首音乐的时候真的是这么想的 我无话可说
4765822172006432,Thu May 05 17:46:53 +0800 2022,6304170309,楠楠真的很难,湖北 黄冈,2,0,msw：可以 yml：可以 营销号：不可以 
4765782414202221,Thu May 05 15:08:54 +0800 2022,7720728685,humminlove,天津,2,0,什么年代了  就算写的是性 又怎么了？
4765779880313797,Thu May 05 14:58:49 +0800 2022,5493431450,DONFFFK,其他,1,0,就是写给女朋友的咋滴吧 你们起诉吧
4765771287237695,Thu May 05 14:24:41 +0800 2022,5649340190,无敌可爱的Jerry,山东 威海,2,2,脑子里huang看啥都huang
4765751745709660,Thu May 05 13:07:02 +0800 2022,5845801947,粽梓怡同学,北京,2,0,靠 刚好打开词条
